Posição,Código IBGE,Município,UF,População
3528º,4218251,Timbó Grande,Santa Catarina,7767
3529º,2610103,Palmeirina,Pernambuco,7761
3530º,4319158,São Miguel das Missões,Rio Grande do Sul,7754
3531º,2806404,Santana do São Francisco,Sergipe,7751
3532º,5207253,Doverlândia,Goiás,7750
3533º,2507408,Jericó,Paraíba,7742
3534º,1400506,São João da Baliza,Roraima,7740
3535º,2306207,Itaiçaba,Ceará,7738
3536º,2606705,Ibirajuba,Pernambuco,7735
3537º,3552304,Sud Mennucci,São Paulo,7733
3538º,5007554,Santa Rita do Pardo,Mato Grosso do Sul,7732
3539º,2901957,Apuarema,Bahia,7730
3540º,2514909,São Mamede,Paraíba,7721
3541º,2201051,Assunção do Piauí,Piauí,7717
3542º,2104628,Governador Luiz Rocha,Maranhão,7708
3543º,2109759,Santa Filomena do Maranhão,Maranhão,7708
3544º,3511201,Catiguá,São Paulo,7700
3545º,3543253,Ribeirão Grande,São Paulo,7697
3546º,3527009,Lindoia,São Paulo,7695
3547º,4128609,Verê,Paraná,7692
3548º,2109551,Ribamar Fiquene,Maranhão,7691
3549º,1715754,Palmeirópolis,Tocantins,7687
3550º,2804300,Muribeca,Sergipe,7683
3551º,5006408,Pedro Gomes,Mato Grosso do Sul,7683
3552º,2706604,Paulo Jacinto,Alagoas,7679
3553º,2514206,São José da Lagoa Tapada,Paraíba,7679
3554º,2922201,Muniz Ferreira,Bahia,7678
3555º,4314027,Paraíso do Sul,Rio Grande do Sul,7677
3556º,3135456,Jenipapo de Minas,Minas Gerais,7672
3557º,3165305,São Vicente de Minas,Minas Gerais,7672
3558º,2313708,Umari,Ceará,7671
3559º,2508208,Lagoa de Dentro,Paraíba,7670
3560º,4307302,Erval Seco,Rio Grande do Sul,7660
3561º,4309050,Glorinha,Rio Grande do Sul,7654
3562º,4112959,Juranda,Paraná,7650
3563º,3145059,Nova Porteirinha,Minas Gerais,7648
3564º,2616183,Vertente do Lério,Pernambuco,7641
3565º,4215307,Salete,Santa Catarina,7634
3566º,5221197,Terezópolis de Goiás,Goiás,7634
3567º,3117836,Cônego Marinho,Minas Gerais,7624
3568º,3550506,São Pedro do Turvo,São Paulo,7624
3569º,3120870,Curral de Dentro,Minas Gerais,7623
3570º,2206506,Monsenhor Hipólito,Piauí,7621
3571º,2312502,São João do Jaguaribe,Ceará,7621
3572º,5004403,Inocência,Mato Grosso do Sul,7618
3573º,2106359,Marajá do Sena,Maranhão,7604
3574º,3117009,Comercinho,Minas Gerais,7599
3575º,1400605,São Luís,Roraima,7597
3576º,4101309,Antônio Olinto,Paraná,7587
3577º,3150570,Pintópolis,Minas Gerais,7585
3578º,2406304,Lagoa de Pedras,Rio Grande do Norte,7579
3579º,4300646,Ametista do Sul,Rio Grande do Sul,7576
3580º,2404853,Itajá,Rio Grande do Norte,7571
3581º,4207700,Ipumirim,Santa Catarina,7561
3582º,3116704,Coimbra,Minas Gerais,7559
3583º,3122207,Divinolândia de Minas,Minas Gerais,7559
3584º,4212007,Palma Sola,Santa Catarina,7558
3585º,4106456,Coronel Domingos Soares,Paraná,7547
3586º,3518859,Guatapará,São Paulo,7546
3587º,4218509,Treze Tílias,Santa Catarina,7545
3588º,3519501,Ibirarema,São Paulo,7540
3589º,4201000,Anita Garibaldi,Santa Catarina,7537
3590º,2202778,Colônia do Piauí,Piauí,7536
3591º,1717503,Pium,Tocantins,7536
3592º,2924108,Pedrão,Bahia,7527
3593º,2200251,Alagoinha do Piauí,Piauí,7526
3594º,3142403,Moema,Minas Gerais,7525
3595º,3130655,Indaiabira,Minas Gerais,7524
3596º,2914208,Irajuba,Bahia,7521
3597º,3101805,Alpercata,Minas Gerais,7515
3598º,5200605,Alto Paraíso de Goiás,Goiás,7514
3599º,2312809,Senador Sá,Ceará,7513
3600º,2202083,Cajueiro da Praia,Piauí,7510
3601º,3131109,Inimutaba,Minas Gerais,7489
3602º,2105989,Lajeado Novo,Maranhão,7489
3603º,3138625,Limeira do Oeste,Minas Gerais,7487
3604º,2111250,São José dos Basílios,Maranhão,7484
3605º,2300606,Altaneira,Ceará,7479
3606º,2504157,Casserengue,Paraíba,7476
3607º,4120705,Quatiguá,Paraná,7472
3608º,5212105,Joviânia,Goiás,7468
3609º,2602506,Brejinho,Pernambuco,7465
3610º,4214607,Rio do Oeste,Santa Catarina,7463
3611º,1721109,Tocantínia,Tocantins,7460
3612º,4309902,Ibiraiaras,Rio Grande do Sul,7458
3613º,1710508,Itacajá,Tocantins,7456
3614º,4113734,Luiziana,Paraná,7455
3615º,4108650,Goioxim,Paraná,7448
3616º,4301750,Barão do Triunfo,Rio Grande do Sul,7440
3617º,2926657,Ribeirão do Largo,Bahia,7437
3618º,4316501,Salvador do Sul,Rio Grande do Sul,7434
3619º,3166303,Sericita,Minas Gerais,7434
3620º,4300505,Alpestre,Rio Grande do Sul,7433
3621º,3125606,Felizburgo,Minas Gerais,7431
3622º,3162203,São João Batista do Glória,Minas Gerais,7431
3623º,4320263,Segredo,Rio Grande do Sul,7428
3624º,2701902,Chã Preta,Alagoas,7427
3625º,2101731,Belágua,Maranhão,7422
3626º,2606309,Granito,Pernambuco,7417
3627º,4314001,Paraí,Rio Grande do Sul,7404
3628º,1718865,Santa Fé do Araguaia,Tocantins,7402
3629º,4207684,Ipuaçu,Santa Catarina,7400
3630º,2508505,Livramento,Paraíba,7386
3631º,1505494,Palestina do Pará,Pará,7386
3632º,2707909,Santa Luzia do Norte,Alagoas,7386
3633º,3542701,Restinga,São Paulo,7384
3634º,4311759,Manoel Viana,Rio Grande do Sul,7383
3635º,3123809,Engenheiro Navarro,Minas Gerais,7377
3636º,3512902,Cosmorama,São Paulo,7374
3637º,1706100,Cristalândia,Tocantins,7374
3638º,3162948,São José da Barra,Minas Gerais,7374
3639º,4213807,Praia Grande,Santa Catarina,7364
3640º,4211801,Ouro,Santa Catarina,7363
3641º,4118709,Paulo Frontin,Paraná,7360
3642º,4212304,Paulo Lopes,Santa Catarina,7360
3643º,4300208,Ajuricaba,Rio Grande do Sul,7358
3644º,3130606,Inconfidentes,Minas Gerais,7356
3645º,2502003,Belém do Brejo do Cruz,Paraíba,7347
3646º,5204854,Campo Limpo de Goiás,Goiás,7345
3647º,3126000,Florestal,Minas Gerais,7343
3648º,3533601,Nuporanga,São Paulo,7341
3649º,3160454,Santo Antônio do Retiro,Minas Gerais,7339
3650º,3121407,Desterro de Entre Rios,Minas Gerais,7334
3651º,3158300,Santana da Vargem,Minas Gerais,7322
3652º,3553906,Tarabai,São Paulo,7302
3653º,3128808,Guidoval,Minas Gerais,7300
3654º,5103858,Gaúcha do Norte,Mato Grosso,7296
3655º,2510006,Nazarezinho,Paraíba,7296
3656º,2915304,Itagimirim,Bahia,7291
3657º,2110658,São Domingos do Azeitão,Maranhão,7291
3658º,1707207,Dois Irmãos do Tocantins,Tocantins,7286
3659º,2503605,Caiçara,Paraíba,7283
3660º,4103305,Borrazópolis,Paraná,7280
3661º,2300804,Antonina do Norte,Ceará,7278
3662º,2505006,Cubati,Paraíba,7274
3663º,1700400,Almas,Tocantins,7273
3664º,1600238,Ferreira Gomes,Amapá,7270
3665º,4216404,São João do Sul,Santa Catarina,7268
3666º,2705408,Monteirópolis,Alagoas,7260
3667º,3505104,Barbosa,São Paulo,7251
3668º,4316303,Roque Gonzales,Rio Grande do Sul,7245
3669º,2400901,Antônio Martins,Rio Grande do Norte,7237
3670º,3138906,Machacalis,Minas Gerais,7237
3671º,1500131,Abel Figueiredo,Pará,7231
3672º,2206704,Nazaré do Piauí,Piauí,7231
3673º,3165107,São Tomás de Aquino,Minas Gerais,7222
3674º,2915403,Itaju do Colônia,Bahia,7218
3675º,3302304,Laje do Muriaé,Rio de Janeiro,7217
3676º,2208908,Ribeiro Gonçalves,Piauí,7214
3677º,4218608,Trombudo Central,Santa Catarina,7211
3678º,2403202,Doutor Severiano,Rio Grande do Norte,7190
3679º,3121209,Delfinópolis,Minas Gerais,7186
3680º,4313805,Palmitinho,Rio Grande do Sul,7184
3681º,2503555,Cacimbas,Paraíba,7183
3682º,1501758,Brejo Grande do Araguaia,Pará,7182
3683º,2515005,São Miguel de Taipu,Paraíba,7180
3684º,4203402,Campo Belo do Sul,Santa Catarina,7177
3685º,3521101,Ipeúna,São Paulo,7177
3686º,5005251,Laguna Carapã,Mato Grosso do Sul,7177
3687º,5104526,Ipiranga do Norte,Mato Grosso,7171
3688º,4115002,Marilena,Paraná,7166
3689º,2507804,Junco do Seridó,Paraíba,7165
3690º,2304277,Ereré,Ceará,7163
3691º,4200408,Água Doce,Santa Catarina,7154
3692º,2202174,Campo Largo do Piauí,Piauí,7154
3693º,3112406,Capetinga,Minas Gerais,7152
3694º,3526605,Lavrinhas,São Paulo,7150
3695º,5204805,Campo Alegre de Goiás,Goiás,7149
3696º,3159357,Santa Rita de Minas,Minas Gerais,7149
3697º,3536406,Paulicéia,São Paulo,7147
3698º,4210407,Maracajá,Santa Catarina,7139
3699º,2703502,Jacuípe,Alagoas,7135
3700º,4108205,Formosa do Oeste,Paraná,7133
3701º,3157104,Salto da Divisa,Minas Gerais,7127
3702º,2615102,Terezinha,Pernambuco,7120
3703º,3148756,Pedra Bonita,Minas Gerais,7117
3704º,3154150,Reduto,Minas Gerais,7117
3705º,4318606,São José do Ouro,Rio Grande do Sul,7117
3706º,3115706,Central de Minas,Minas Gerais,7112
3707º,3165206,São Tomé das Letras,Minas Gerais,7106
3708º,4218400,Treze de Maio,Santa Catarina,7098
3709º,3164308,São Roque de Minas,Minas Gerais,7092
3710º,4301503,Augusto Pestana,Rio Grande do Sul,7091
3711º,2502151,Boa Vista,Paraíba,7083
3712º,2918605,Jussiape,Bahia,7066
3713º,3149952,Periquito,Minas Gerais,7060
3714º,3100104,Abadia dos Dourados,Minas Gerais,7059
3715º,2708204,São Brás,Alagoas,7058
3716º,4308409,Formigueiro,Rio Grande do Sul,7053
3717º,4210803,Meleiro,Santa Catarina,7047
3718º,3163805,São Miguel do Anta,Minas Gerais,7045
3719º,3127305,Galileia,Minas Gerais,7034
3720º,4113007,Jussara,Paraná,7026
3721º,2701357,Campestre,Alagoas,7024
3722º,2513604,Santana dos Garrotes,Paraíba,7024
3723º,3108107,Bonfim,Minas Gerais,7020
3724º,2515807,Serra Redonda,Paraíba,7020
3725º,4103206,Bom Sucesso,Paraná,7019
3726º,5004908,Jaraguari,Mato Grosso do Sul,7019
3727º,4311775,Maquiné,Rio Grande do Sul,7016
3728º,1503002,Faro,Pará,7009
3729º,1701903,Araguacema,Tocantins,7003
3730º,5211305,Itarumã,Goiás,6998
3731º,1200054,Assis Brasil,Acre,6986
3732º,2922755,Nova Ibiá,Bahia,6986
3733º,4307104,Herval,Rio Grande do Sul,6980
3734º,4121604,Renascença,Paraná,6979
3735º,2501203,Areial,Paraíba,6975
3736º,3131604,Iraí de Minas,Minas Gerais,6969
3737º,2109239,Presidente Médici,Maranhão,6968
3738º,2200053,Acauã,Piauí,6966
3739º,3118205,Conquista,Minas Gerais,6960
3740º,3305133,São José de Ubá,Rio de Janeiro,6953
3741º,3202009,Dores do Rio Preto,Espírito Santo,6949
3742º,5207535,Faina,Goiás,6947
3743º,3170750,Varjão de Minas,Minas Gerais,6947
3744º,2405108,Jandaíra,Rio Grande do Norte,6942
3745º,3109451,Cabeceira Grande,Minas Gerais,6940
3746º,2409704,Pedro Avelino,Rio Grande do Norte,6938
3747º,3144359,Naque,Minas Gerais,6930
3748º,2201408,Barro Duro,Piauí,6925
3749º,2304608,General Sampaio,Ceará,6922
3750º,2803708,Macambira,Sergipe,6920
3751º,3524204,Jaborandi,São Paulo,6917
3752º,4126207,Sapopema,Paraná,6905
3753º,3130556,Imbé de Minas,Minas Gerais,6899
3754º,3161700,São Gonçalo do Abaeté,Minas Gerais,6898
3755º,2203354,Dirceu Arcoverde,Piauí,6896
3756º,2100550,Amapá do Maranhão,Maranhão,6895
3757º,5220686,Simolândia,Goiás,6891
3758º,4128708,Vitorino,Paraná,6878
3759º,3116308,Cipotânea,Minas Gerais,6868
3760º,1707108,Divinópolis do Tocantins,Tocantins,6868
3761º,4308003,Faxinal do Soturno,Rio Grande do Sul,6867
3762º,2106201,Luís Domingues,Maranhão,6867
3763º,4300638,Amaral Ferrador,Rio Grande do Sul,6854
3764º,3138005,Laranjal,Minas Gerais,6852
3765º,3165404,Sapucaí-Mirim,Minas Gerais,6850
3766º,4124608,São Carlos do Ivaí,Paraná,6839
3767º,4305702,Condor,Rio Grande do Sul,6836
3768º,4302204,Boa Vista do Buricá,Rio Grande do Sul,6829
3769º,3547908,Santo Antônio da Alegria,São Paulo,6829
3770º,4111001,Itambaracá,Paraná,6819
3771º,3130705,Indianópolis,Minas Gerais,6806
3772º,2611533,Quixaba,Pernambuco,6802
3773º,4302501,Bossoroca,Rio Grande do Sul,6801
3774º,3548203,Santo Antônio do Pinhal,São Paulo,6800
3775º,2700904,Belo Monte,Alagoas,6797
3776º,5001508,Bandeirantes,Mato Grosso do Sul,6795
3777º,3168903,Tiros,Minas Gerais,6795
3778º,2406205,Lagoa d'Anta,Rio Grande do Norte,6793
3779º,2505204,Cuitegi,Paraíba,6790
3780º,2203404,Dom Expedito Lopes,Piauí,6790
3781º,4209508,Laurentino,Santa Catarina,6790
3782º,2410256,Porto do Mangue,Rio Grande do Norte,6789
3783º,3156502,Rubelita,Minas Gerais,6789
3784º,3516606,Gália,São Paulo,6776
3785º,3101631,Alfredo Vasconcelos,Minas Gerais,6775
3786º,3103751,Araporã,Minas Gerais,6774
3787º,2707800,Roteiro,Alagoas,6774
3788º,4301701,Barão de Cotegipe,Rio Grande do Sul,6763
3789º,2207207,Padre Marcos,Piauí,6758
3790º,3113602,Careaçu,Minas Gerais,6757
3791º,1702307,Arapoema,Tocantins,6756
3792º,3138682,Luislândia,Minas Gerais,6756
3793º,3532306,Natividade da Serra,São Paulo,6754
3794º,2504504,Condado,Paraíba,6753
3795º,3146701,Palma,Minas Gerais,6753
3796º,3169505,Tumiritinga,Minas Gerais,6739
3797º,4300307,Alecrim,Rio Grande do Sul,6736
3798º,3128600,Guarda-Mor,Minas Gerais,6736
3799º,3532801,Nova Aliança,São Paulo,6733
3800º,3534203,Orindiúva,São Paulo,6731
3801º,2915908,Itanagra,Bahia,6730
3802º,3524501,Jaci,São Paulo,6728
3803º,2111672,São Roberto,Maranhão,6704
3804º,4122701,Sabáudia,Paraná,6702
3805º,2927804,Santa Cruz da Vitória,Bahia,6698
3806º,3554953,Tuiuti,São Paulo,6689
3807º,2200608,Angical do Piauí,Piauí,6684
3808º,2206670,Morro do Chapéu do Piauí,Piauí,6684
3809º,4303608,Cambará do Sul,Rio Grande do Sul,6680
3810º,4119004,Pérola d'Oeste,Paraná,6674
3811º,3161205,São Francisco de Paula,Minas Gerais,6673
3812º,3518107,Guarantã,São Paulo,6672
3813º,4103040,Boa Ventura de São Roque,Paraná,6665
3814º,3138104,Lassance,Minas Gerais,6664
3815º,2201770,Boa Hora,Piauí,6663
3816º,3163508,São José do Jacuri,Minas Gerais,6650
3817º,2205573,Lagoa de São Francisco,Piauí,6646
3818º,3107505,Bom Jardim de Minas,Minas Gerais,6644
3819º,4115309,Mariópolis,Paraná,6638
3820º,3170578,Vargem Alegre,Minas Gerais,6632
3821º,3120151,Crisólita,Minas Gerais,6631
3822º,3122355,Divisa Alegre,Minas Gerais,6625
3823º,2401859,Caiçara do Norte,Rio Grande do Norte,6624
3824º,3139250,Mamonas,Minas Gerais,6624
3825º,2933257,Vereda,Bahia,6620
3826º,2509156,Marizópolis,Paraíba,6614
3827º,3115458,Catuji,Minas Gerais,6612
3828º,2210938,Sussuapara,Piauí,6612
3829º,3117876,Confins,Minas Gerais,6608
3830º,2511608,Pilões,Paraíba,6607
3831º,4313102,Nova Palma,Rio Grande do Sul,6605
3832º,4107900,Floresta,Paraná,6603
3833º,2210201,São José do Piauí,Piauí,6602
3834º,4300901,Aratiba,Rio Grande do Sul,6601
3835º,4310405,Independência,Rio Grande do Sul,6598
3836º,4108908,Guairaçá,Paraná,6591
3837º,3164605,São Sebastião do Oeste,Minas Gerais,6589
3838º,2509396,Matureia,Paraíba,6587
3839º,2513208,Santa Cruz,Paraíba,6585
3840º,4304309,Cândido Godói,Rio Grande do Sul,6567
3841º,4312450,Morro Redondo,Rio Grande do Sul,6566
3842º,3150604,Piracema,Minas Gerais,6566
3843º,3141504,Mendes Pimentel,Minas Gerais,6564
3844º,3129202,Heliodora,Minas Gerais,6561
3845º,4309654,Hulha Negra,Rio Grande do Sul,6561
3846º,2513158,Santa Cecília,Paraíba,6557
3847º,2805208,Pinhão,Sergipe,6556
3848º,5005152,Juti,Mato Grosso do Sul,6553
3849º,2504033,Capim,Paraíba,6552
3850º,2505600,Diamante,Paraíba,6550
3851º,3108503,Botumirim,Minas Gerais,6540
3852º,4206108,Grão Pará,Santa Catarina,6537
3853º,1713809,Palmeiras do Tocantins,Tocantins,6535
3854º,2804706,Nossa Senhora de Lourdes,Sergipe,6530
3855º,3542008,Quintana,São Paulo,6530
3856º,3122900,Dona Eusébia,Minas Gerais,6527
3857º,1506906,Santarém Novo,Pará,6526
3858º,4311254,Lagoão,Rio Grande do Sul,6516
3859º,5102686,Campos de Júlio,Mato Grosso,6512
3860º,2510402,Olho d'Água,Paraíba,6512
3861º,1718758,Rio Sono,Tocantins,6512
3862º,2206357,Milton Brandão,Piauí,6511
3863º,4117271,Nova Tebas,Paraná,6498
3864º,2100105,Afonso Cunha,Maranhão,6486
3865º,4125407,São José da Boa Vista,Paraná,6485
3866º,3502309,Anhembi,São Paulo,6484
3867º,4310439,Ipê,Rio Grande do Sul,6482
3868º,5007802,Selvíria,Mato Grosso do Sul,6482
3869º,3534104,Oriente,São Paulo,6473
3870º,2413003,São Vicente,Rio Grande do Norte,6469
3871º,5100359,Alto Boa Vista,Mato Grosso,6466
3872º,2206902,Novo Oriente do Piauí,Piauí,6466
3873º,1700301,Aguiarnópolis,Tocantins,6460
3874º,1100601,Cacaulândia,Rondônia,6460
3875º,3130408,Ijaci,Minas Gerais,6460
3876º,2502904,Brejo dos Santos,Paraíba,6457
3877º,4305439,Chuí,Rio Grande do Sul,6456
3878º,4200507,Águas de Chapecó,Santa Catarina,6445
3879º,4305124,Cerrito,Rio Grande do Sul,6443
3880º,4119202,Pinhalão,Paraná,6440
3881º,2913309,Ichu,Bahia,6437
3882º,3519204,Iacri,São Paulo,6434
3883º,4314076,Passo do Sobrado,Rio Grande do Sul,6430
3884º,2413508,Serrinha,Rio Grande do Norte,6422
3885º,3164472,São Sebastião do Anta,Minas Gerais,6419
3886º,3157658,Santa Helena de Minas,Minas Gerais,6410
3887º,3138674,Luisburgo,Minas Gerais,6409
3888º,3523701,Itirapuã,São Paulo,6405
3889º,4109757,Ibema,Paraná,6396
3890º,5104542,Itanhangá,Mato Grosso,6396
3891º,5219100,Santa Bárbara de Goiás,Goiás,6393
3892º,5106653,Pontal do Araguaia,Mato Grosso,6387
3893º,4315156,Progresso,Rio Grande do Sul,6379
3894º,2202752,Colônia do Gurgueia,Piauí,6372
3895º,3535705,Paraíso,São Paulo,6369
3896º,3503109,Arandu,São Paulo,6368
3897º,5219902,São Francisco de Goiás,Goiás,6366
3898º,2505238,Cuité de Mamanguape,Paraíba,6358
3899º,4316956,Santa Maria do Herval,Rio Grande do Sul,6358
3900º,2311231,Potiretama,Ceará,6356
3901º,4219200,Vidal Ramos,Santa Catarina,6356
3902º,4108320,Francisco Alves,Paraná,6350
3903º,5215504,Ouvidor,Goiás,6340
3904º,2206050,Massapê do Piauí,Piauí,6338
3905º,5106182,Nova Lacerda,Mato Grosso,6338
3906º,3146255,Padre Carvalho,Minas Gerais,6338
3907º,2209005,Rio Grande do Piauí,Piauí,6331
3908º,2209708,São Francisco do Piauí,Piauí,6324
3909º,4320552,Sertão Santana,Rio Grande do Sul,6317
3910º,3167400,Silvianópolis,Minas Gerais,6314
3911º,5211008,Itapirapuã,Goiás,6312
3912º,4216255,São João do Oeste,Santa Catarina,6309
3913º,3524907,Jambeiro,São Paulo,6305
3914º,2209401,Santo Antônio de Lisboa,Piauí,6305
3915º,4202131,Bela Vista do Toldo,Santa Catarina,6304
3916º,2201945,Boqueirão do Piauí,Piauí,6300
3917º,4200606,Águas Mornas,Santa Catarina,6298
3918º,3119955,Córrego Fundo,Minas Gerais,6295
3919º,4116802,Nova Cantu,Paraná,6295
3920º,4321477,Tiradentes do Sul,Rio Grande do Sul,6294
3921º,2207777,Patos do Piauí,Piauí,6288
3922º,4125753,São Pedro do Iguaçu,Paraná,6286
3923º,4316758,Santa Clara do Sul,Rio Grande do Sul,6285
3924º,4319307,São Paulo das Missões,Rio Grande do Sul,6280
3925º,2514305,São José de Caiana,Paraíba,6279
3926º,4208005,Itá,Santa Catarina,6275
3927º,2918555,Jussari,Bahia,6275
3928º,2709004,Tanque d'Arca,Alagoas,6270
3929º,5101852,Bom Jesus do Araguaia,Mato Grosso,6266
3930º,3143807,Munhoz,Minas Gerais,6261
3931º,2210300,São Julião,Piauí,6261
3932º,2412104,São João do Sabugi,Rio Grande do Norte,6260
3933º,3536109,Pardinho,São Paulo,6259
3934º,2903102,Barra do Rocha,Bahia,6258
3935º,3553104,Taiaçu,São Paulo,6255
3936º,4100202,Adrianópolis,Paraná,6254
3937º,5211701,Jandaia,Goiás,6254
3938º,2903300,Barro Preto,Bahia,6251
3939º,3514700,Echaporã,São Paulo,6247
3940º,4214409,Rio das Antas,Santa Catarina,6246
3941º,3131000,Inhaúma,Minas Gerais,6240
3942º,3169109,Toledo,Minas Gerais,6232
3943º,1200435,Santa Rosa do Purus,Acre,6230
3944º,2301802,Baixio,Ceará,6228
3945º,3552007,Silveiras,São Paulo,6228
3946º,3512100,Colômbia,São Paulo,6225
3947º,1100031,Cabixi,Rondônia,6224
3948º,3161304,São Francisco de Sales,Minas Gerais,6224
3949º,3127503,Gonzaga,Minas Gerais,6223
3950º,4203105,Caibi,Santa Catarina,6213
3951º,3134301,Itumirim,Minas Gerais,6213
3952º,4300703,Anta Gorda,Rio Grande do Sul,6210
3953º,4111100,Itambé,Paraná,6210
3954º,3101201,Aiuruoca,Minas Gerais,6209
3955º,4113254,Laranjal,Paraná,6205
3956º,2309904,Pacujá,Ceará,6202
3957º,3165503,Sardoá,Minas Gerais,6198
3958º,3552908,Taciba,São Paulo,6193
3959º,2413102,Senador Elói de Souza,Rio Grande do Norte,6188
3960º,3152600,Pouso Alto,Minas Gerais,6185
3961º,3146552,Pai Pedro,Minas Gerais,6184
3962º,4312476,Morro Reuter,Rio Grande do Sul,6183
3963º,2502607,Igaracy,Paraíba,6173
3964º,4107405,Enéas Marques,Paraná,6168
3965º,4108700,Grandes Rios,Paraná,6167
3966º,3129657,Ibiracatu,Minas Gerais,6165
3967º,4307559,Estação,Rio Grande do Sul,6161
3968º,3146750,Palmópolis,Minas Gerais,6161
3969º,2209203,Santa Filomena,Piauí,6156
3970º,5209937,Inaciolândia,Goiás,6148
3971º,3544806,Sales,São Paulo,6144
3972º,2209104,Santa Cruz do Piauí,Piauí,6140
3973º,2412708,São Pedro,Rio Grande do Norte,6139
3974º,2104701,Graça Aranha,Maranhão,6134
3975º,4207403,Imbuia,Santa Catarina,6133
3976º,3167806,Soledade de Minas,Minas Gerais,6131
3977º,3134103,Itueta,Minas Gerais,6120
3978º,2403400,Equador,Rio Grande do Norte,6119
3979º,3146206,Ouro Verde de Minas,Minas Gerais,6110
3980º,4301651,Barão,Rio Grande do Sul,6109
3981º,2201739,Betânia do Piauí,Piauí,6106
3982º,4118857,Perobal,Paraná,6105
3983º,2512721,Pedro Régis,Paraíba,6099
3984º,2515906,Serraria,Paraíba,6093
3985º,4100905,Amaporã,Paraná,6084
3986º,3555356,Ubarana,São Paulo,6080
3987º,3536802,Pedra Bela,São Paulo,6078
3988º,5207600,Fazenda Nova,Goiás,6070
3989º,4107306,Doutor Camargo,Paraná,6069
3990º,3122405,Divisa Nova,Minas Gerais,6068
